player_name,pitch_type,game_year,release_speed,effective_speed,release_extension,description,release_spin_rate,estimated_woba_using_speedangle,woba_value,woba_denom
"Alzolay, Adbert",FF,2020,93.0,92.6,6.2,foul,2365,,,
"Peralta, Freddy",FF,2020,91.3,93.2,7.2,hit_into_play,2385,0,0,1
"Gonzales, Marco",FC,2020,83.6,84.5,6.5,foul,2114,,,
"Roark, Tanner",FF,2020,91.4,91.1,5.8,hit_into_play,2068,0.359,0.9,1
"Montas, Frankie",FF,2020,95.4,94.8,5.9,foul,2541,,,
"May, Dustin",FC,2020,91.9,93.2,6.5,foul,2581,,,
"Pivetta, Nick",FF,2020,91.3,92.1,6.7,hit_into_play,2266,1.178,0,1
"Wilson, Bryse",SI,2020,92.1,92.7,6.6,foul,2005,,,
"Lyles, Jordan",FF,2020,93.0,94.6,7.1,hit_into_play,2278,0.023,0,1
"Rodriguez, Nivaldo",FF,2020,92.1,91.9,6.1,foul,1771,,,
"Schmidt, Clarke",FF,2020,94.0,93.4,5.9,hit_into_play,2425,0.006,0,1
"Gomber, Austin",FF,2020,92.2,93.2,6.7,hit_into_play,2056,0.257,0,1
"Akin, Keegan",FF,2020,93.0,92.3,5.6,foul,2323,,,
"Brubaker, JT",SI,2020,92.8,92.3,5.9,foul,2213,,,
"Bumgarner, Madison",FF,2020,88.8,89.4,6.9,foul,2474,,,
"Hill, Rich",SI,2020,84.9,84.6,6.2,hit_into_play,2302,0.307,0,1
"Espino, Paolo",FF,2020,91.1,91.7,6.8,foul,2268,,,
"Smyly, Drew",FF,2020,94.3,93.9,5.8,foul,2244,,,
"Fleming, Josh",SI,2020,92.0,91.8,6.5,hit_into_play,1901,0.18,0,1
"Gomber, Austin",FF,2020,92.3,93.1,6.6,foul,2223,,,
"Pivetta, Nick",FF,2020,91.0,91.6,6.7,foul,2305,,,
"Skubal, Tarik",FF,2020,94.3,94.5,6.2,foul,2511,,,
"Singer, Brady",SI,2020,91.9,93.2,6.8,swinging_strike,2118,,,
"Schmidt, Clarke",SI,2020,94.2,93.8,5.8,hit_into_play,2289,0.12,0,1
"Voth, Austin",FF,2020,92.3,92.1,6.4,hit_into_play,2230,1.97,2,1
"Smyly, Drew",FC,2020,89.2,88.9,5.8,foul,1897,,,
"Pivetta, Nick",FF,2020,93.4,93.8,6.8,hit_into_play,2302,0.006,0,1
"Skubal, Tarik",FF,2020,95.5,95.3,6.2,foul,2546,,,
"Alzolay, Adbert",SI,2020,95.1,94.7,6.3,foul,2339,,,
"Gonzales, Marco",FC,2020,83.7,85,6.8,hit_into_play,2079,0.558,0,1
"May, Dustin",FC,2020,91.7,92.7,6.5,swinging_strike,2705,,0,1
"Peralta, Freddy",FF,2020,92.1,94.2,7.3,foul,2384,,,
"López, Reynaldo",FF,2020,93.5,93.6,6.2,foul,2089,,,
